Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sales,Sub-Category,Quantity,Discount,Profit
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,326.646,Chairs,3,0.1,39.9234
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,89.97,Accessories,3,0,39.5868
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,296.712,Binders,13,0.2,100.1403
Standard Class,Consumer,United States,Bloomington,Illinois,61701,Central,Office Supplies,12.224,Envelopes,2,0.2,4.4312
First Class,Consumer,United States,Boise,Idaho,83704,West,Technology,89.97,Accessories,3,0,37.7874
First Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,286.86,Appliances,7,0,80.3208
First Class,Consumer,United States,Lowell,Massachusetts,1852,East,Technology,979.95,Phones,5,0,284.1855
First Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,4.36,Supplies,2,0,0.1744
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,10.048,Binders,2,0.2,3.14
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,807.75,Storage,5,0,153.4725
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,34.24,Art,8,0,9.9296
Standard Class,Corporate,United States,Hampton,Virginia,23666,South,Furniture,500.24,Chairs,13,0,145.0696
Standard Class,Corporate,United States,Hampton,Virginia,23666,South,Office Supplies,20.12,Paper,2,0,9.2552
Standard Class,Corporate,United States,Hampton,Virginia,23666,South,Office Supplies,896.99,Binders,1,0,421.5853
Second Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,5.88,Paper,1,0.2,1.9845
Standard Class,Home Office,United States,Omaha,Nebraska,68104,Central,Technology,269.98,Phones,2,0,72.8946
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,310.12,Storage,2,0,80.6312
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,70.464,Binders,6,0.2,22.9008
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,19.68,Binders,5,0.2,6.888
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,140.67,Appliances,3,0,54.8613
Standard Class,Corporate,United States,Burlington,Vermont,5408,East,Furniture,4404.9,Bookcases,5,0,1013.127
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,62.65,Labels,5,0,29.4455
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,9.45,Labels,3,0,4.536
Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Office Supplies,268.576,Envelopes,4,0.2,90.6444
Same Day,Consumer,United States,Los Angeles,California,90008,West,Furniture,364.08,Tables,2,0.2,9.102
Same Day,Consumer,United States,Los Angeles,California,90008,West,Furniture,71.088,Tables,2,0.2,-1.7772
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,10.984,Furnishings,2,0.6,-7.9634
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,797.944,Chairs,4,0.3,-56.996
Standard Class,Corporate,United States,Dover,New Hampshire,3820,East,Technology,159.98,Accessories,2,0,57.5928
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,5.344,Art,2,0.2,0.668
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,27.72,Art,3,0.2,3.465
First Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,2.496,Binders,1,0.2,0.9048
Second Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,8.26,Labels,2,0,3.7996
Second Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,17.76,Binders,2,0,8.88
Second Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,332.94,Storage,3,0,9.9882
Second Class,Consumer,United States,Richmond,Virginia,23223,South,Furniture,292.1,Tables,2,0,58.42
Second Class,Consumer,United States,Richmond,Virginia,23223,South,Technology,206.1,Phones,5,0,55.647
Second Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,17.64,Paper,4,0,8.1144
Standard Class,Corporate,United States,San Francisco,California,94109,West,Furniture,1403.92,Chairs,5,0.2,70.196
Standard Class,Home Office,United States,Springdale,Arkansas,72762,South,Office Supplies,4.3,Art,2,0,1.419
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Technology,239.97,Accessories,3,0,86.3892
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,81.96,Appliances,2,0,22.9488
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,238.62,Supplies,2,0,4.7724
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Technology,139.8,Phones,5,0.2,12.2325
Standard Class,Consumer,United States,Middletown,Connecticut,6457,East,Office Supplies,9.84,Binders,2,0,4.7232
Standard Class,Consumer,United States,Middletown,Connecticut,6457,East,Office Supplies,7.78,Paper,1,0,3.501
Standard Class,Consumer,United States,Grand Rapids,Michigan,49505,Central,Office Supplies,54.9,Binders,5,0,26.901
Standard Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,50.04,Paper,6,0,25.02
Standard Class,Home Office,United States,Hialeah,Florida,33012,South,Furniture,339.92,Bookcases,5,0.2,8.498
Standard Class,Home Office,United States,Hialeah,Florida,33012,South,Office Supplies,10.528,Paper,4,0.2,3.4216
Standard Class,Home Office,United States,Hialeah,Florida,33012,South,Office Supplies,42.384,Appliances,2,0.2,4.2384
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,123.92,Paper,5,0.2,38.725
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Technology,135.95,Phones,1,0,39.4255
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,2177.584,Binders,8,0.8,-3701.8928
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,17.496,Furnishings,3,0.6,-10.0602
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,16.784,Binders,4,0.8,-26.8544
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,431.136,Accessories,9,0.2,-26.946
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,8.88,Binders,5,0.8,-13.32
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,4.836,Appliances,2,0.8,-12.09
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Technology,437.85,Phones,3,0,131.355
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,673.568,Binders,2,0.2,252.588
Second Class,Corporate,United States,Paterson,New Jersey,7501,East,Office Supplies,274.8,Paper,5,0,134.652
Second Class,Corporate,United States,Paterson,New Jersey,7501,East,Office Supplies,62.18,Storage,1,0,16.7886
Second Class,Corporate,United States,Paterson,New Jersey,7501,East,Furniture,8.28,Furnishings,2,0,2.9808
Standard Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,48.81,Binders,3,0,23.9169
Same Day,Consumer,United States,Hampton,Virginia,23666,South,Furniture,149.9,Chairs,5,0,40.473
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,1023.332,Bookcases,5,0.32,-30.098
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,600.558,Chairs,3,0.3,-8.5794
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Technology,39.992,Accessories,1,0.2,6.9986
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,211.246,Chairs,2,0.3,-66.3916
Second Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,56.064,Envelopes,6,0.2,21.024
Second Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,107.772,Chairs,2,0.3,-29.2524
Second Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,4.832,Paper,1,0.2,1.6308
Second Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,18.24,Binders,3,0.8,-31.008
Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,3.798,Binders,3,0.8,-5.8869
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,10.368,Art,2,0.2,1.5552
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Technology,235.188,Phones,2,0.4,-43.1178
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Technology,26.376,Phones,4,0.4,2.6376
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Technology,10.384,Accessories,2,0.2,2.2066
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Technology,107.118,Phones,3,0.4,-21.4236
Standard Class,Consumer,United States,Lodi,California,95240,West,Office Supplies,97.3,Supplies,7,0,28.217
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,3.328,Binders,2,0.2,1.2064
Second Class,Consumer,United States,New York City,New York,10024,East,Technology,135.99,Phones,1,0,36.7173
Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,7.38,Furnishings,1,0,2.1402
Standard Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,Furniture,45.568,Furnishings,2,0.2,9.6832
Standard Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,Office Supplies,28.752,Binders,8,0.7,-21.0848
Second Class,Consumer,United States,Raleigh,North Carolina,27604,South,Furniture,194.848,Chairs,4,0.2,12.178
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,2.112,Binders,2,0.8,-3.3792
Second Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,25.92,Paper,5,0.2,9.072
Second Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,120.768,Art,4,0.2,9.0576
First Class,Consumer,United States,East Orange,New Jersey,7017,East,Office Supplies,25.92,Paper,4,0,12.4416
First Class,Consumer,United States,East Orange,New Jersey,7017,East,Office Supplies,34.65,Art,3,0,9.702
First Class,Consumer,United States,East Orange,New Jersey,7017,East,Office Supplies,204.95,Paper,5,0,100.4255
First Class,Consumer,United States,East Orange,New Jersey,7017,East,Office Supplies,79.95,Binders,5,0,38.376
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Office Supplies,173.488,Paper,7,0.2,54.215
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Office Supplies,516.96,Storage,4,0.2,-6.462
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Furniture,173.208,Furnishings,7,0.2,45.4671
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Office Supplies,4.448,Art,2,0.2,0.3336
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Office Supplies,9,Labels,3,0.2,3.15
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Office Supplies,42.24,Paper,10,0.2,13.2
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Office Supplies,18.264,Binders,2,0.7,-13.3936
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,152.91,Appliances,3,0,42.8148
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,92.94,Paper,3,0,41.823
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,17.856,Binders,4,0.2,6.2496
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,46.44,Binders,3,0.2,15.093
Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,195.136,Chairs,4,0.2,-12.196
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,129.3,Storage,2,0,6.465
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,11.568,Binders,3,0.2,3.7596
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Furniture,242.352,Chairs,3,0.2,15.147
Second Class,Consumer,United States,Beaumont,Texas,77705,Central,Technology,319.968,Accessories,4,0.2,95.9904
Second Class,Consumer,United States,Beaumont,Texas,77705,Central,Furniture,8.624,Furnishings,7,0.6,-2.5872
Second Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,3.984,Paper,1,0.2,1.4442
Standard Class,Corporate,United States,Springfield,Ohio,45503,East,Technology,895.944,Accessories,7,0.2,190.3881
First Class,Consumer,United States,La Porte,Texas,77571,Central,Furniture,14,Furnishings,4,0.6,-6.3
First Class,Consumer,United States,La Porte,Texas,77571,Central,Office Supplies,16.392,Binders,2,0.8,-26.2272
Standard Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,10.9,Paper,5,0,5.123
Standard Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,29.6,Labels,2,0,14.8
Standard Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,4.98,Labels,1,0,2.2908
Standard Class,Consumer,United States,Long Beach,California,90805,West,Technology,479.976,Copiers,3,0.2,161.9919
Standard Class,Consumer,United States,Long Beach,California,90805,West,Technology,44.736,Phones,8,0.2,4.4736
Standard Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,5.76,Art,2,0,1.6704
Standard Class,Consumer,United States,Long Beach,California,90805,West,Furniture,483.136,Chairs,4,0.2,60.392
First Class,Consumer,United States,Decatur,Illinois,62521,Central,Office Supplies,15.936,Labels,4,0.2,5.1792
First Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,61.544,Furnishings,7,0.6,-40.0036
First Class,Consumer,United States,Decatur,Illinois,62521,Central,Office Supplies,132.696,Storage,3,0.2,9.9522
Second Class,Home Office,United States,Los Angeles,California,90008,West,Office Supplies,43.1,Appliances,5,0,11.206
Second Class,Home Office,United States,Los Angeles,California,90008,West,Furniture,511.5,Furnishings,5,0,132.99
Second Class,Home Office,United States,Los Angeles,California,90008,West,Office Supplies,147.92,Binders,5,0.2,46.225
Standard Class,Corporate,United States,Lodi,California,95240,West,Office Supplies,39.68,Art,2,0,16.2688
Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,12.56,Furnishings,2,0,4.0192
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,90.48,Binders,3,0.2,33.93
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,13.08,Paper,2,0,6.0168
Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,214.7,Furnishings,5,0,83.733
Standard Class,Consumer,United States,San Francisco,California,94109,West,Furniture,50.32,Furnishings,4,0,21.1344
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,24.56,Paper,2,0,11.5432
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,43.68,Paper,6,0,20.9664
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,3393.68,Tables,8,0,610.8624
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Office Supplies,67.4,Storage,5,0,17.524
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Office Supplies,2.52,Fasteners,2,0,0.1008
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Technology,67.8,Phones,4,0,1.356
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Office Supplies,18.76,Storage,2,0,5.2528
